gender,age_group,region,cafe_visits_per_week,starbucks_visits_per_week,reserve_awareness_flag,reserve_awareness_channel,reserve_visited_flag,reserve_visit_purpose,reserve_service_used,reserve_service_reuse_flag,reserve_nonvisit_reason,reserve_ab_group,reserve_perception_change,reserve_improvement,reserve_recommend
남,30대,경기,2~3회,0~1회,Yes,"지인 추천(친구, 가족, 동료 등)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스 전체 이용함 (바 좌석 이용 O , 전용 음료 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
여,30대,대전,매일,4~6회,Yes,"지인 추천(친구, 가족, 동료 등)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,5,가격 인하,4
여,30대,경기,2~3회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,5,가격 인하,5
남,50대 이상,경기,0~1회,0~1회,Yes,"SNS(인스타, 페이스북 등)",No,,,,접근성 불편,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,5,가격 인하,1
남,30대,경기,0~1회,2~3회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
남,50대 이상,경기,0~1회,0~1회,Yes,"지인 추천(친구, 가족, 동료 등)",No,,,,접근성 불편,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),5
여,30대,서울,4~6회,0~1회,No,,No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,3,가격 인하,3
여,30대,경기,4~6회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,리저브 바(Bar) 1:1 서비스 부담 완화,3
여,50대 이상,경기,0~1회,4~6회,No,,No,,,,접근성 불편,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,2,가격 인하,2
남,30대,서울,4~6회,0~1회,Yes,네이버 지도 / 플레이스,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,가격 인하,3
남,40대,경기,2~3회,2~3회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),4
여,30대,대전,4~6회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),2
남,50대 이상,인천,2~3회,2~3회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
여,50대 이상,인천,2~3회,0~1회,Yes,"지인 추천(친구, 가족, 동료 등)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 서비스 전체 이용함 (바 좌석 이용 O , 전용 음료 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,혼잡 및 대기 개선(예약/대기 시스템),4
남,50대 이상,경기,2~3회,2~3회,No,,No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),5
여,20대,인천,4~6회,0~1회,No,,No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),3
남,30대,경기,2~3회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,4
남,30대,경기,0~1회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),4
여,20대,서울,2~3회,0~1회,Yes,네이버 지도 / 플레이스,Yes,"좌석·공간을 이용하기 위해 → 데이트, 모임, 공부/업무","리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,4,가격 인하,4
남,30대,경기,2~3회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,가격 인하,4
여,40대,전북,2~3회,0~1회,Yes,"SNS(인스타, 페이스북 등)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,리저브 바(Bar) 1:1 서비스 부담 완화,2
여,20대,서울,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",No,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,5,매장 접근성 개선(추가 매장 확대),5
남,20대,광주,2~3회,0~1회,Yes,네이버 지도 / 플레이스,Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,2,리저브 바(Bar) 1:1 서비스 부담 완화,5
여,30대,광주,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,가격 인하,2
남,30대,경기,4~6회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스 전체 이용함 (바 좌석 이용 O , 전용 음료 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,매장 접근성 개선(추가 매장 확대),3
남,30대,서울,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,3,매장 접근성 개선(추가 매장 확대),3
여,20대,서울,4~6회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,4
여,20대,서울,0~1회,0~1회,Yes,"지인 추천(친구, 가족, 동료 등)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
여,20대,광주,4~6회,4~6회,Yes,"지인 추천(친구, 가족, 동료 등)",Yes,매장 분위기/인테리어가 좋아서 → 사진 촬영을 위해(SNS 업로드),"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,2,리저브 바(Bar) 1:1 서비스 부담 완화,1
남,30대,부산,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),3
남,20대,경기,4~6회,0~1회,No,,No,,,,가격 부담,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,리저브 바(Bar) 1:1 서비스 부담 완화,3
여,20대,서울,4~6회,0~1회,Yes,네이버 지도 / 플레이스,Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,리저브 바(Bar) 1:1 서비스 부담 완화,4
남,20대,서울,2~3회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,매장 접근성 개선(추가 매장 확대),3
여,20대,서울,0~1회,0~1회,Yes,"지인 추천(친구, 가족, 동료 등)",No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,4
여,20대,서울,2~3회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,4
남,30대,경기,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,1,리저브 바(Bar) 1:1 서비스 부담 완화,1
여,20대,서울,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,4,가격 인하,4
남,50대 이상,인천,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,리저브 바(Bar) 1:1 서비스 부담 완화,3
남,30대,서울,0~1회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,가격 인하,4
남,30대,서울,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,5,리저브 바(Bar) 1:1 서비스 부담 완화,3
여,30대,경기,2~3회,2~3회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),5
여,20대,서울,4~6회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
여,20대,경기,4~6회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,프리미엄 커피(원두·추출 선택)를 먹고 싶어서 → 리저브 전용 서비스 이용을 위해,"리저브 전용 서비스 전체 이용함 (바 좌석 이용 O , 전용 음료 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,리저브 바(Bar) 1:1 서비스 부담 완화,4
여,20대,서울,4~6회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,매장 접근성 개선(추가 매장 확대),3
남,20대,전북,0~1회,0~1회,No,,No,,,,접근성 불편,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,1,매장 접근성 개선(추가 매장 확대),2
남,20대,전북,0~1회,0~1회,No,,No,,,,가격 부담,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,1,매장 접근성 개선(추가 매장 확대),1
여,20대,대구,0~1회,0~1회,No,,No,,,,접근성 불편,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),2
남,20대,경기,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,리저브 바(Bar) 1:1 서비스 부담 완화,3
남,30대,서울,4~6회,0~1회,Yes,네이버 지도 / 플레이스,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,가격 인하,2
여,30대,경기,2~3회,0~1회,Yes,"SNS(인스타, 페이스북 등)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,혼잡 및 대기 개선(예약/대기 시스템),3
남,30대,대전,0~1회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,2,매장 접근성 개선(추가 매장 확대),3
여,30대,서울,매일,2~3회,Yes,"SNS(인스타, 페이스북 등)",Yes,매장 분위기/인테리어가 좋아서 → 사진 촬영을 위해(SNS 업로드),"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",No,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,3,가격 인하,3
여,30대,경기,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스 전체 이용함 (바 좌석 이용 O , 전용 음료 O)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,혼잡 및 대기 개선(예약/대기 시스템),3
여,20대,인천,0~1회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",Yes,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,2,가격 인하,3
남,50대 이상,경남,0~1회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
여,20대,인천,2~3회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,리저브 바(Bar) 1:1 서비스 부담 완화,4
남,40대,세종,4~6회,2~3회,Yes,네이버 지도 / 플레이스,Yes,"좌석·공간을 이용하기 위해 → 데이트, 모임, 공부/업무","리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,가격 인하,4
여,20대,경남,4~6회,0~1회,Yes,"SNS(인스타, 페이스북 등)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
남,20대,강원,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",No,,,,접근성 불편,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,매장 접근성 개선(추가 매장 확대),3
여,30대,부산,4~6회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
남,20대,경기,2~3회,0~1회,No,,No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),3
남,20대,경기,2~3회,0~1회,No,,No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,3,가격 인하,3
남,20대,대전,0~1회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",No,,,,리저브 매장 존재여부 미인지(몰랐음),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),3
남,30대,인천,4~6회,0~1회,Yes,네이버 지도 / 플레이스,Yes,"좌석·공간을 이용하기 위해 → 데이트, 모임, 공부/업무","리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
여,20대,경기,2~3회,0~1회,Yes,"SNS(인스타, 페이스북 등)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 음료만 이용함 (바 좌석 이용 X , 전용 음료만 O)",No,,A안 - 프리미엄 커피/전문성(원두·추출) : 원두 종류 다양성 + 바,3,가격 인하,2
여,20대,서울,4~6회,2~3회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
남,20대,서울,2~3회,0~1회,Yes,유튜브 / 블로그,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,매장 접근성 개선(추가 매장 확대),3
여,50대 이상,경기,0~1회,0~1회,No,,Yes,일상적인 커피·음료 구매 목적 → 단순 가까운 위치/동선 상 편리해서,"리저브 전용 서비스를 이용하지 않음 (바 좌석 이용 X , 전용 음료 X)",No,,B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,5,가격 인하,4
여,20대,경기,2~3회,0~1회,Yes,"스타벅스 앱 / 매장(포스터, 이벤트)",No,,,,커피 취향/관심 낮음(단순 카페인 수혈 - 일반 매장으로 충분),B안 - 목적지형 : 공간·인테리어 / 지역성·스토리,4,가격 인하,3
